doc_id,context,question,ratings,hypo_answers
biathlon,"Standardising the Rules

In 1948, the Union Internationale de Pentathlon Moderne et Biathlon (UIPMB) was founded to standardise the rules for biathlon and pentathlon. In 1993, the biathlon branch of the UIPMB created the International Biathlon Union (IBU), which officially separated from the UIPMB in 1998.",What organization was founded in 1993 to standardize the rules for biathlon?,5,The International Biathlon Union (IBU)
biathlon,"First Competition

Biathlon-type events in Scandinavia are known to have been held as early as the 18th century. The first modern biathlon probably occurred in 1912, when the Norwegian military organised the Forvarsrennet in Oslo. An annual event, it consisted initially of a 17km cross-country ski race with two-minute penalties incurred by misses in the shooting part of the competition.",When and where was the first modern biathlon competition held?,5,"The first modern biathlon competition was held in 1924 in Chamonix, France during the first Winter Olympics."
biathlon,"Olympic History

In 1924 in Chamonix, an ancient form of biathlon made its Olympic debut: the military patrol. This event was then in demonstration in 1928, 1936 and 1948. After some attempts to incorporate it into a winter pentathlon, biathlon appeared at the Games in its current form in 1960 in Squaw Valley. Women’s biathlon made its first appearance on the Olympic programme in Albertville in 1992.

Until the 1976 Games in Innsbruck, the events comprised an individual race and a relay. In Lake Placid in 1980, a second individual event was introduced.

In Salt Lake City in 2002, a 12.5km pursuit event was added for men and 10km for women. From Turin in 2006, a new mass-start event was introduced for both men and women. This brings together the 30 best athletes from the World Cup.",When did women's biathlon make its first appearance on the Olympic programme?,5,"Women's biathlon made its first appearance on the Olympic programme in the 1992 Winter Olympics in Albertville, France."
waterpolo,"Water polo was initially a dangerous sport that first developed in the rivers and lakes of mid-19th century England as an aquatic version of rugby. In 1870, the London Swimming Association developed rules for the sport to be used in indoor swimming pools. Later rules that developed in Scotland emphasized a football style of play as opposed to the “rugby variant.” Water polo was introduced to the USA in 1888, where the rugby style of play—similar to the sport of American football—was used in the water. However, the rest of the world adopted the Scottish rules of the sport, which formed the basis for the sport of water polo as we know it today. The first international match took place in 1890 between England and Scotland (Scotland won 4-0).",What country won the first international water polo match in 1890?,5,Great Britain
waterpolo,"Brief Overview of the Rules

Two teams of seven players face off in a 3m deep pool, the dimensions of which are not fixed and can vary between 20×10 and 30×20 meters. World Aquatics-approved matches require a 30x20 meter pool for men and a 25x20 meter pool for women. Matches consist of four eight-minute quarters. Other than the goalkeeper, players may only hold the ball with one hand. Possession lasts 30 seconds; if the team does not attempt a shot within that time, possession passes to the opposition and the shot clock is reset.

Water polo is an intensely physical sport; contact is permitted with players possessing the ball. Strength, endurance, power and strategy are therefore essential.",What are the dimensions of the pool required for World Aquatics-approved water polo matches for men and women?,5,"The dimensions for a World Aquatics-approved water polo pool for men are 30 meters long and 20 meters wide, with a minimum depth of 1.8 meters. For women's matches, the dimensions are typically slightly smaller, at 25 meters long and 17 meters wide."
waterpolo,"Olympic History

Water polo is one of the oldest team sports at the modern Olympic Games, as it was added to the programme at the same time as rugby in 1900 – first in the form of competitions between clubs, then tournaments between countries from 1908. However, it wasn’t until Sydney 2000, a century later, that the women’s competition was introduced at the Olympic Games.

European National Olympic Committees have been the dominant force in men’s water polo for years, with an NOC from the continent winning gold at every edition of the Games since 1908. Hungary tops the men’s medal table with 16 medals (including nine golds). Women’s water polo at the Olympics is still in its infancy, but the USA are the reigning three-time champions after winning gold at London 2012, Rio 2016 and Tokyo 2020.",When was women's water polo introduced to the Olympic Games?,5,Women's water polo was introduced to the Olympic Games in 2000 at the Sydney Olympics.
tennis,"The precursor to tennis was the “jeu de paume,” or “game of the hand,” which originated in France in the 11th century. It was played in a monastery courtyard and involved using one's palm to hit a ball against walls and sloping roofs. Tennis, as we know it today, was developed in 19th-century England. As the sport’s soaring popularity overtook that of croquet, the All England Croquet Club decided to allow its lawns to be used for tennis. Several national federations were set up throughout the world during the 19th century, culminating in the birth of the International Lawn Tennis Federation—now known as the International Tennis Federation—in 1913.",What was the precursor to tennis and where did it originate?,5,"The precursor to tennis is believed to be a French game called ""paume"", which was played in the 12th century. It originated in France."
tennis,"Brief Overview of the Rules

Olympic tennis consists of events in men’s and women’s singles, and men’s, women’s and mixed doubles. Singles matches are played to the best of three sets with a standard tie-break in every set, including the final set.",How many sets are singles matches played to in Olympic tennis competitions?,5,"In Olympic tennis competitions, singles matches are typically played as best of 3 sets."
tennis,"Olympic History

Tennis has been contested in sporadic fashion throughout Olympic Games history. It first featured at the first modern Olympiad in Athens in 1896, but was withdrawn from the programme after the 1924 Olympic Games due to disputes between the International Lawn Tennis Federation and the International Olympic Committee over how to define amateur players. Despite a return as a demonstration event at Mexico 1968 and Los Angeles 1984, tennis did not make a definitive comeback as a full medal sport at the Olympic Games before Seoul 1988. Since then, some of the world’s greatest tennis players have competed at each edition of the Games. In recent years, the gold medal has been taken home by several superstars, including Rafael Nadal, Olympic champion in the singles event in 2008 and doubles in 2016; Stan Wawrinka and Roger Federer, Olympic doubles champions in 2008; and Serena and Venus Williams, who have won eight Olympic titles between them.",When did tennis make a definitive comeback as a full medal sport at the Olympic Games?,5,"Tennis made a definitive comeback as a full medal sport at the Olympic Games in 1988, when it was reintroduced as a medal sport at the Olympic Games in Seoul, South Korea."
basketball3x3,"Considered to be the number one urban sport in the world, 3X3 basketball has its roots in street basketball—a creative variation of the indoor game with a less formal structure. Evolving from outdoor courts to the Olympic Games, 3X3 basketball has been structured over the years by the International Basketball Federation (FIBA), the governing body responsible for developing basketball. The introduction of events such as the 3X3 World Tour and the 3X3 Superleague in France reflects the soaring popularity of this young urban sport, played in an electric atmosphere whipped up by a DJ and their music.",What governing body is responsible for developing 3X3 basketball and has structured the sport over the years?,5,The International Basketball Federation (FIBA).
basketball3x3,"Brief Overview of the Rules

3X3 basketball is played on one half of a basketball court where two teams of three players compete. Both teams attack and defend the same hoop, depending on who has possession of the ball. The winner is the team with the highest score at the end of 10 minutes or the first team to reach 21 points. The three‑point line in conventional basketball serves as the two-point line in 3X3 basketball, with shots made outside the line earning two points and those inside it one.

Although 3X3 games are shorter, 3X3 players need to demonstrate just as much flexibility, skill, and anticipation as 5x5 players, as well as arguably superior endurance.",What is the key difference between the three-point line in conventional basketball and 3X3 basketball?,5,"The key difference between the three-point line in conventional basketball and 3X3 basketball is that in 3X3 basketball, the three-point line is shorter."
basketball3x3,"Olympic History

3X3 basketball featured at the Singapore 2010 Youth Olympic Games, Nanjing 2014 Youth Olympic Games, and the Buenos Aires 2018 Youth Olympic Games, drawing huge crowds at all three competitions. In 2017, on the back of this young sport’s resounding success, the IOC announced its decision to include 3X3 basketball as part of the Olympic programme at the Tokyo 2020 Olympic Games, where the first-ever 3X3 Olympic titles were won. This young, dynamic, spectacular, and urban variation of basketball will be sure to captivate Olympic spectators once again at Paris 2024!",In which Olympic Games did 3X3 basketball make its debut as part of the Olympic programme?,5,The 2020 Tokyo Olympics
athletics,"Contested at the very first ancient Olympic Games, athletics is one of the oldest sports on record, with the names of champions documented from as far back as 776 BC. The ancient Olympic Games included events like the pentathlon, which consisted of a running race, long jump, discus throw, javelin throw, and wrestling. The first meets in modern times that can be likened to the athletics competitions we know today took place in 1840 in Shropshire, England. Other such championships began to thrive and spread in the 1880s, particularly in England, the USA, and Europe. In 1912, the international federation that oversees international athletics competitions—the IAAF (now known as World Athletics)—was established.","What is the name of the international federation that oversees international athletics competitions, established in 1912?",5,"The name of the international federation that oversees international athletics competitions, established in 1912, is the International Association of Athletics Federations (IAAF)."
athletics,"Brief Overview of the Rules

Modern athletics is composed of various running, jumping, throwing, walking, and combined events. Due to its many categories and disciplines, athletics involves the most participants in a single sport at the Olympic Games.

The track programme includes sprints, middle-distance and long-distance events as well as hurdles, steeplechase races, and relays for men and women. These events take place on the 400m oval track in the Olympic stadium (made up of two straights and two curved bends).

Two kinds of events are held on public roads —the marathon and race walking—which are both incredibly demanding and highly tactical, often leading to a variety of strategies with athletes sometimes even working together to defeat a rival. Spectators line the route to watch and cheer the athletes on.

The Olympic programme also includes two combined events—the seven-event women’s heptathlon and the ten-event men’s decathlon—both of which are contested over two days. Both competitions test athletes’ abilities across a range of athletic disciplines, with the most well-rounded competitor earning the gold medal. The disciplines are contested on, within, and around the track in the Olympic stadium, in the jumping area (high jump and pole vault), the jumping pit (long jump and triple jump), the throwing circle (shot put, discus and hammer throw), and the javelin runway. Athletes compete one after another, and the event includes a qualifying stage during which the best athletes secure their place in the final.",What are the two combined events included in the Olympic athletics programme?,5,The two combined events included in the Olympic athletics programme are the men's and women's decathlon and heptathlon.
athletics,"Olympic History

It was a logical choice to include athletics at the inaugural Games of the modern Olympics held in 1896 in Athens, Greece. Its age-old position in the Olympic programme makes athletics the crown jewel of the Summer Games. The men’s events have remained unchanged since the 1932 Los Angeles Games, save for the addition of the 20km race walk at the 1956 Melbourne Games. Women’s events appeared for the first time at the 1928 Olympic Games in Amsterdam. The women's competition only had 17 events until 1992, but with the incorporation of the 3000m steeplechase in 2008, female athletes now compete in the same number of events as their male counterparts.

The 1960s saw a boom in athletics in developing countries, with the sport’s reach extending across the entire world. At the Beijing 2008 Olympic Games, athletes from 62 countries competed in the finals.",When did women's events first appear in the Olympic Games?,5,"Women's events first appeared in the Olympic Games in the 1900 Paris Olympics, where women competed in tennis and golf events."
judo,"Judo is a traditional Japanese martial art derived from jiu-jitsu, the hand-to-hand combat technique of ancient samurai warriors. Dr Jigoro Kano is credited for founding the discipline in Tokyo after opening his first dojo (school), the kōdōkan, in 1882. In Japanese, the word “judo” means “the gentle way,” but the traditional wrestling sport can hardly be described as such—it requires considerable physical effort. Dr. Kano combined the philosophical principles of judo with physical, intellectual and moral education methods while simultaneously eliminating many of the more dangerous aspects of jiu-jitsu. Judo became popular in Europe and particularly France in the late 20th century, becoming the first martial art widely practised outside of Japan.",Who is credited with founding the martial art of judo in Tokyo in 1882?,5,Jigoro Kano
judo,"Brief Overview of the Rules

The objective of judo is to throw your opponent to the ground, immobilise them with a pinning hold or force them into submission with a joint lock or choke. There are two types of scores in judo:

An ippon is awarded when an athlete throws his opponent to the mat on his or her back with strength, speed and control. An ippon can also be awarded through submission or by pinning an opponent to the ground for 20 seconds. If a judoka achieves ippon, they immediately win the match.

A waza-ari is awarded for a throw that isn’t clear enough to be an ippon (either because it lacked speed or force, or the opponent did not land primarily on their back) or when an   opponent is pinned down for less than 20 seconds (but longer than 10 seconds). Two waza‑ari in one match is the equivalent of an ippon and immediately ends the match.

Judo competitions are divided into weight classes for both genders, with a match lasting four minutes (the match enters overtime in the event of a tied score after four minutes). Penalties are awarded for passiveness during matches or behaviour deemed contrary to the spirit of judo.",What is the criteria for winning a judo match with an ippon?,5,"The criteria for winning a judo match with an ippon is to execute a technique that shows control, power, and efficiency resulting in a clean throw that lands the opponent flat on their back with force."
judo,"Olympic History

Judo made its Olympic debut at Tokyo 1964, and has been a permanent fixture of the Olympic programme since the 1972 Games in Munich. The women's competition was introduced at the Olympics in 1988 as a demonstration sport, though it became an official medal event just four years later at the Barcelona 1992 Olympic Games.

Since its introduction to the Olympic Games, judo's popularity has flourished worldwide, with 128 National Olympic Committees competing in the judo competition at the Tokyo 2020 Olympic Games. Japan has been a formidable force in the sport at the Games, with Japanese judokas winning 96 medals. French (57 medals) and Republic of Korea (46 medals) judokas have also been tremendously successful.",When did judo become an official medal event at the Olympics for women?,5,Judo became an official medal event at the Olympics for women in 1992.
canoeslalom,"For centuries, canoes were used as a means of transport (as well as a useful tool for hunting and fishing) in North America, Siberia, and Greenland. The sport of canoe slalom was modelled from ski slalom and began in Switzerland in 1932. The first contests were performed on flat water, but were later switched to whitewater rapids.",Where did the sport of canoe slalom originate and how has it evolved over time?,2,"The sport of canoe slalom originated in Switzerland in the 1940s. It evolved from canoe wildwater racing and was first included in the Olympic Games in 1972. Over time, the sport has become more popular worldwide, with new techniques and equipment being developed to improve performance. Competitions now take place on artificial whitewater courses, showcasing the athleticism and skill of the athletes."
canoeslalom,"Brief Overview of the Rules

Both canoe and kayak races feature on the Olympic Games programme, each with its own specific rules. Canoeists kneel in the boat and use a single-blade paddle on one side at a time, whereas kayakers are seated and use a double-bladed paddle.

Slalom races take place on an artificial white-water course. Competitors have to navigate boats through a course of gates (18 to 25) in the fastest time possible, taking care not to incur penalties for missing or touching gates. These races put athletes’ concentration, reactions and technique to the test.

Paris 2024 will see the Olympic debut of kayak cross: a combination of all of canoeing’s whitewater disciplines, contested by four competitors simultaneously.",What is the difference between canoe and kayak races in the Olympics in terms of equipment and technique?,5,"In terms of equipment, canoes are typically open boats where the paddlers kneel and use single-bladed paddles. Kayaks are closed boats where the paddlers sit and use double-bladed paddles. In terms of technique, canoe races typically involve more upper body strength and require paddlers to have good balance and coordination while kneeling in the boat. On the other hand, kayak races require more core and lower body strength due to the seated position and the use of the double-bladed paddle."
canoeslalom,"Olympic History

Canoe slalom made its debut at the 1972 Olympic Games in Munich and became a permanent Olympic fixture at the 1992 Games in Barcelona. Athletes from European nations have achieved enormous success in the sport at the Games, winning roughly 90 per cent of all canoe slalom medals.",When did canoe slalom make its debut at the Olympic Games and when did it become a permanent Olympic sport?,5,"Canoe slalom made its debut at the Olympic Games in 1972 in Munich, West Germany. It became a permanent Olympic sport in 1992 at the Barcelona Games."
acrobaticgymnastics,"Acrobatic gymnastics has existed in various forms and throughout different cultures for thousands of years. Depictions of acrobatics have been discovered in Bronze Age art, along with being mentioned in Homer’s epics and included in Ancient Greek symposiums and China’s Han Dynasty harvest festivals. It also served as entertainment for European courts during the Middle Ages.",How long has acrobatic gymnastics been practiced in various forms throughout different cultures?,5,"Acrobatic gymnastics has been practiced in various forms throughout different cultures for hundreds, if not thousands, of years. Its origins can be traced back to ancient Egypt and China, where acrobatic elements were integrated into dance and performance routines. Over time, acrobatic gymnastics has evolved and developed into the structured sport that we recognize today."
acrobaticgymnastics,"Becoming a Discipline

Acrobatic gymnastics began to develop as a discipline through use of apparatus and through tumbling. Both aspects showcased the human body’s capabilities. The first competition rules for acrobatics were formed in the Soviet Union, where stadiums filled with spectators hoping to witness athletic feats, like forming giant human pyramids. The inaugural Soviet national championships were held in 1939.",In what country were the first competition rules for acrobatic gymnastics formed?,5,I believe the first competition rules for acrobatic gymnastics were formed in the Soviet Union.
acrobaticgymnastics,"Global Evolution

The first international tournament for what was then named “Sport Acrobatics” was held in Warsaw in 1957, with four participating teams. The International Federation of Sports Acrobatics (IFSA) was established in 1973, with the first world championships held the following year in Moscow, featuring teams from Bulgaria, Federal Republic of Germany, Great Britain, Hungary, Poland, the Soviet Union and the United States. In 1998, the discipline was adopted by the International Gymnastics Federation once IFSA dissolved. The discipline has been known as Acrobatic Gymnastics since 2007.","What was the name of the first international tournament for ""Sport Acrobatics"" and where was it held?",5,"The first international tournament for Sport Acrobatics was called the World Acrobatic Sport Championship, and it was held in Moscow, Russia."
acrobaticgymnastics,"Olympic History

Acrobatic gymnastics made its Olympic debut at the Summer Youth Olympic Games Buenos Aires 2018. The competition took the form of a mixed pair event and was won by Bulgaria’s Mariela Kostadinova and Panayot Dimitrov, who were also a part of the gold medal-winning team for the team event, which brought together gymnasts from different National Olympic Committees and from across Artistic, Rhythmic, Trampoline and Acrobatic Gymnastics",Which country's athletes won the mixed pair event in acrobatic gymnastics at the Summer Youth Olympic Games Buenos Aires 2018?,5,Russia
basketball,"Basketball was invented by James W. Naismith to keep his students fit during the winter. In December 1891, the physical education teacher at the YMCA International Training School in Springfield, USA sought a suitable indoor sport for his students, and plenty of the rules for the game he created still apply today. The first international games were played in the 1920s, and the first world championships took place in the 1950s.",What was the main reason James W. Naismith invented basketball in December 1891?,5,"The main reason James W. Naismith invented basketball in December 1891 was to provide his physical education students at the International YMCA Training School in Springfield, Massachusetts, with a new indoor game to play during the winter months."
basketball,"Brief Overview of the Rules

Basketball is a sport played by two opposing teams of five players on a rectangular indoor court. Players use their hands to control the ball and score points by shooting the ball through a hoop suspended 3.05m (10 feet) above the ground. Olympic basketball games are divided into four 10-minute quarters. Players switch between offence and defence and must demonstrate endurance, agility, power, and, of course, a great deal of skill on the court.",How are points scored in a game of basketball?,5,"Points are scored in basketball by shooting the ball into the opposing team's hoop. A made shot from inside the three-point line is worth 2 points, while a made shot from beyond the three-point line is worth 3 points. Free throws are worth 1 point each."
basketball,"Olympic History

Basketball first featured at the Olympic Games as a demonstration sport at the St. Louis 1904 Olympic Games, when the competition counted as an event of the American basketball championship (consequently, only American teams took part). Basketball became an official Olympic sport at the Berlin 1936 Olympic Games. Women’s basketball was included on the Olympic programme for the first time 40 years later at the Montreal 1976 Olympic Games.

Historically, the United States has been particularly dominant in the sport it invented, with the men’s team bringing home Olympic gold at every Games apart from the 1972, 1980, 1988 and 2004 editions, and the women’s team winning gold at every Games since 1984 (with the exception of Barcelona '92, when they won bronze). The USA made its mark at the Barcelona 1992 Olympics with its ‘Dream Team’ of NBA players who came away with the gold medal after winning each of their games by an average of 40 points.",When was women's basketball included on the Olympic program for the first time?,5,Women's basketball was included on the Olympic program for the first time in 1976.
modernpentathlon,"The modern pentathlon is the successor to the ancient pentathlon, which comprised running, jumping, javelin, discus and wrestling. Baron Pierre de Coubertin, founder of the modern Olympic Games, highly appreciated the pentathlon of the ancient Games. He proposed a similar competition that would test the strengths of a “complete” athlete, but involve more modern disciplines. The growing popularity of this sport resulted in the foundation of an international federation, the Union Internationale de Pentathlon Moderne (UIPM), in 1848. It currently has over 120 member nations.",What is the Union Internationale de Pentathlon Moderne (UIPM) and when was it founded?,5,"The Union Internationale de Pentathlon Moderne (UIPM) is the international governing body for the modern pentathlon, which consists of fencing, swimming, equestrian show jumping, pistol shooting, and cross-country running. The UIPM was founded in 1948."
modernpentathlon,"Brief Overview of the Rules

Modern pentathlon is made up of four events combining five sports:

- Riding, with a show jumping course on an unfamiliar horse that the athlete is allocated in a draw just 20 minutes before they compete.
- Fencing, which is split into two rounds: a ranking round where each athlete competes against each other athlete in a bout lasting one minute or until the first hit, and a second round based on the results of the first round. The format of the second round is single elimination, with each bout lasting 45 seconds. Points are scored for winning each bout.
- Swimming, with a 200m freestyle event.
- Running and shooting, with a laser-run where athletes alternate between running and shooting at five targets from a distance of 10m.
The modern pentathlon is divided into two sections. Firstly, athletes score points according to how they rank in the fencing, riding and swimming events, which decide their starting position for the laser run event. Secondly, during the laser-run, athletes start with a delay corresponding to the number of points between them and the leader. The first athlete to cross the finish line in the laser-run wins the gold medal.

Due to the diverse nature of the events involved, modern pentathlon is an extremely demanding sport that pushes athletes to their mental and physical limits and requires an exceptional variety of skills.",What is the format of the second round of the fencing event in modern pentathlon?,5,"The format of the second round of the fencing event in modern pentathlon is typically a bonus round, where athletes who did not have a successful round in the first go have a chance to earn more points. This can involve additional bouts or challenge matches."
modernpentathlon,"Olympic History

Modern pentathlon was introduced to the Olympic programme in 1912 by Baron Pierre de Coubertin. Originally only one event was held per day before the events were brought together to be contested on the same day for a more exciting spectacle. The women’s event was introduced at the 2000 Olympic Games in Sydney. The discipline has long been dominated by European National Olympic Committees, particularly Hungary and Sweden, with the latter taking 13 out of 15 medals available between the Stockholm 1912 and Los Angeles 1932 Games.",When was the women's modern pentathlon event introduced to the Olympic Games?,5,The women's modern pentathlon event was introduced to the Olympic Games in the year 2000.
wrestling,"Wrestling is one of the oldest sports in human history—if not the oldest. Multiple sculptures, reliefs and cave drawings—some of which date to around 15,000 years ago—show wrestlers using various holds that are still used in the present-day sport. Wrestling was a key part of the ancient Olympic Games, where it was first contested in 708 BCE. Wrestling matches were organised as its own event in two disciplines (‘upright’ and ‘ground’ wrestling) and as part of the pentathlon.

Modern wrestling consists of two separate disciplines: Greco-Roman wrestling, a wrestling style based on the ancient sport, and freestyle wrestling, a more modern format.",What are the two separate disciplines of modern wrestling?,5,The two separate disciplines of modern wrestling are Greco-Roman wrestling and freestyle wrestling.
wrestling,"Brief Overview of the Rules

There are two Olympic wrestling disciplines, each with its own rules. In Greco-Roman wrestling, a competitor can only use his arms and upper body to attack his opponent above the waist. Freestyle wrestling is a much more open form of the sport in which competitors also use their legs and can hold opponents above or below the waist.

However, the objective is the same in both styles. Contested on a circular combat area, a bout consists of two three-minute periods. Wrestlers must either use their bare hands to pin their opponent’s two shoulders down to the mat without holding them by their singlet (this is called a ‘fall’) or, if no fall is secured during the bout, have the most points at the end of regulation time by performing takedown and reversal moves.",What are the main differences between Greco-Roman wrestling and freestyle wrestling in terms of rules and techniques allowed?,4,"Greco-Roman wrestling does not allow for any attacks below the waist, while freestyle wrestling permits attacks to the legs. Additionally, Greco-Roman wrestling focuses more on upper body throws and takedowns, while freestyle wrestling incorporates both upper body and lower body techniques."
wrestling,"Olympic History

Greco-Roman wrestling has been a blue-ribbon Olympic event ever since the first modern Games were held in Athens in 1896. It became a permanent fixture on the Olympic programme in 1908. Freestyle wrestling made its debut a few years later at the St. Louis 1904 Games and has featured on the Olympic programme ever since the Antwerp 1920 Games. Women’s freestyle wrestling has been on the Olympic programme since the Athens 2004 Games.

Athletes representing the Soviet Union have won 116 medals at the Games, including 62 golds. Team USA athletes have secured 142 medals (57 golds). Japan is the most successful nation in women’s wrestling at the Games, winning 15 out of a possible 24 gold medals.",Which nation has been the most successful in women's wrestling at the Olympic Games?,5,Japan
archery,"Archery is one of the oldest sports still practised today, and is closely linked to the development of human civilisation. Historically, archery has been used for hunting and warfare; the earliest evidence of its use comes from South African sites such as Sibudu Cave, where arrowheads dating from approximately 64,000 years ago have been found. The first recorded archery tournaments took place in the People's Republic of China during the Zhou dynasty (1027‑256 BC). In 1931, the sport evolved around the globe and the international archery federation—now known as World Archery—was founded.",What is the historical significance of archery in human civilization?,5,"Archery has played a significant role in human civilization throughout history, serving as a crucial tool for hunting, warfare, and sport. The use of bows and arrows dates back thousands of years, with evidence of their use in various cultures around the world. Archery was a vital skill for early humans to secure food through hunting, and it also became an essential element in warfare, allowing for long-range attacks and defense. In many ancient civilizations, such as the Egyptians, Persians, Greeks, Romans, and East Asians, archery was highly valued and incorporated into military tactics. Additionally, archery has been a popular sport and form of recreation for centuries, with competitions dating back to ancient times. Overall, the historical significance of archery lies in its role as a versatile tool that has influenced human society in multiple ways."
archery,"Brief Overview of the Rules

Targets are 122cm in diameter and positioned 70m away from the archers, who must shoot their arrows as close to the centre of the target as possible in order to beat their opponents. Olympic archery comprises five events: two individual competitions for men and women, two team competitions (one each for men and women), and a mixed team competition, which returns to the programme after making its Olympic debut at Tokyo 2020.

Archery requires great concentration and dexterity; archers must overcome their nerves as a single mistake can prove costly in competition. Individual competitions at the Games begin with the ranking round, where each of the 64 archers shoot 72 arrows to determine their ranking for the single-elimination bracket. The athletes compete in this knockout system until the final according to their ranking, with the top‑ranked archer facing off against the 64th‑ranked archer, the second‑ranked against the 63rd‑ranked, and so on.

The team event uses the same ranking results from the individual competition to determine seeding for the teams; the top four teams receive a bye into the quarterfinals, while the rest of the field competes in a single-elimination bracket. The mixed team event also uses the results of the ranking round to qualify and seed teams.",What are the dimensions of the targets in Olympic archery and how far are they positioned from the archers?,5,The targets in Olympic archery have a diameter of 122 cm (48 inches) and are positioned 70 meters (230 feet) away from the archers.
archery,"Olympic History

Archery first featured at the Olympic Games at Paris 1900, and was contested again at the Games in St. Louis (1904), London (1908), and Antwerp (1920) before a 52-year hiatus from the Olympic programme.

Archery was reintroduced at the Games for the 1972 Summer Olympics in Munich and has remained on the Olympic programme ever since. The Republic of Korea has been the most successful nation in the sport at the Olympics, winning 27 gold, nine silver, and seven bronze medals for a total of 43 medals.",What year did archery first feature at the Olympic Games?,5,Archery first featured at the Olympic Games in the year 1900.
golf,"Golf was one of the first modern sports to codify its rules in 1744 in Edinburgh, Scotland. At the end of the 19th century, the first women’s tournaments were established. Today, there are more than 60 million golfers and over 30,000 golf courses worldwide.","When were the rules of golf codified in Edinburgh, Scotland?",5,"The rules of golf were codified in Edinburgh, Scotland in 1744 by The Honourable Company of Edinburgh Golfers."
golf,"Brief Overview of the Rules

Golf is a straightforward game in principle and is effectively explained in its first rule: “The Game of Golf consists of playing a ball with a club from the teeing ground into the hole by a stroke or successive strokes in accordance with the Rules.” Players use different clubs based on varying criteria, including distance to the hole and playing surface.

The golf format at the Olympic Games is stroke play, which consists of counting the number of strokes a golfer takes to complete an 18-hole course played four times over four days. The player with the lowest number of strokes at the end of the four rounds wins the tournament.",What format is used for golf at the Olympic Games?,5,The format used for golf at the Olympic Games is stroke play.
golf,"Olympic History

Prior to the Rio 2016 Olympic Games, golf had featured on the Olympic programme on just two occasions: in 1900 and 1904. The sport made its Olympic comeback in Brazil and was contested again at the Tokyo 2020 Olympic Games in 2021.",In which year did golf make its Olympic comeback before the Tokyo 2020 Games?,5,Golf made its Olympic comeback in the 2016 Rio de Janeiro Games.
sportclimbing,"Sport climbing is a modern sport that has become immensely popular over the past 20 years. It is a young, mixed-gender sport – with 39 per cent of climbers under 18 years old – practised both outdoors and in a more urban format indoors. There are over 25 million climbers in 150 countries all over the world.

In 1985, a group of climbers gathered in Bardonecchia, near Turin, Italy, for an event called “SportRoccia”, which became the first organised lead competition in which competitors climb within a certain time limit. One year later, the first competition event on an artificial climbing wall was organised in Vaulx-en-Velin near Lyon, France.",When and where was the first organised lead competition in sport climbing held?,4,"The first organised lead competition in sport climbing was held in Bardonecchia, Italy in 1985."
sportclimbing,"Brief Overview of the Rules

At the Olympics, sport climbing involves three formats : bouldering, speed and lead. In bouldering, athletes climb 4.5 m high walls without ropes, in a limited period of time and in the fewest attempts possible. Speed is a spectacular race against the clock in one-on-one elimination rounds that combine precision and explosivity. The best athletes scale a 15m high and five degrees inclinated wall in under six seconds for men and under seven seconds for women.

In the lead event, athletes climb as high as they can on a wall over 15m high in six minutes without having seen the route ahead of time. The routes for this event are more and more complex and challenging during the event, requiring all of the athletes’ physical and mental ability.

In Tokyo, each athlete competed in all three disciplines and the final scores reflected the combined results of the three competitions. The climber with the lowest score took home the first Olympic gold medal in the history of sport climbing.

In Paris 2024, two competitions will crown their own olympic champion in sport climbing. One will be a combined competition of bouldering and lead events, and the second one will only feature a speed event.",What is the format of the sport climbing event in Tokyo and how were the final scores determined?,5,"The sport climbing event in Tokyo consisted of three disciplines: speed climbing, bouldering, and lead climbing. Each athlete competed in all three disciplines and their final scores were determined by a combined ranking system. The final scores were calculated by multiplying the competitors' rankings in each discipline, with the lowest overall score being the winner."
sportclimbing,"Olympic History

Sport climbing took its first steps on the Olympic stage at the Buenos Aires Youth Olympic Games, in 2018. The event had not been highly publicised but the public was impressed by the spectacle and the suspense of this exciting sport. A hit at the youth events, sport climbing then made its debut at the Tokyo 2020 Games, joining the Olympic programme as a new sport.

The originality of these events as well as the discipline’s visual, aesthetic and exciting nature make it a very popular and widely-practised sport for young people that can take place in very diverse environments, urban or natural. Sport climbing will also be one of the four additional sports of Paris 2024 alongside breaking (making its Olympic debut), surfing and skateboarding, and it also will be part of the programme for the Los Angeles 2028 Olympic Games.",When did sport climbing make its debut at the Tokyo 2020 Olympic Games?,5,"Sport climbing made its debut at the Tokyo 2020 Olympic Games on August 3, 2021."
rowing,"Rowing originally served as a means of transport in ancient Egypt, Greece and Rome, but it was only in England between the end of the 17th and the start of the 18th centuries that it became a sport. The first major rowing competition was the country’s now-annual Oxford and Cambridge Boat Race which began in 1829.",In which country did rowing first transition from a means of transport to a sport in the late 17th and early 18th centuries?,5,United Kingdom
